"dataset_notice","customer_id","full_name","phone_number","bank_name","account_number","upi_id","profile_image_url","balance","upi_pin","age_group","digital_literacy","average_tx_amount","normal_hours","known_beneficiaries"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C164","Ishaan Fictional 164","+91 98063 00164","Apex Global Bank","XXXX-XXXX-4863","ishaanfictional164@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c164","INR 71,531.00","1071","18-30","Basic","INR 5,099.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C165","Naina Sample 165","+91 98064 00165","Apex Global Bank","XXXX-XXXX-4864","nainasample165@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c165","INR 72,468.00","011072","31-45","Advanced","INR 5,172.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C166","Reyansh Mock 166","+91 98065 00166","Apex Global Bank","XXXX-XXXX-4865","reyanshmock166@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c166","INR 73,405.00","1105","46-60","Moderate","INR 5,245.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C167","Aditi Training 167","+91 98066 00167","Apex Global Bank","XXXX-XXXX-4866","adititraining167@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c167","INR 74,342.00","011418","61-75","Basic","INR 5,318.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C168","Neil Demo 168","+91 98067 00168","Apex Global Bank","XXXX-XXXX-4867","neildemo168@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c168","INR 75,279.00","1139","18-30","Advanced","INR 5,391.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C169","Mira Example 169","+91 98068 00169","Apex Global Bank","XXXX-XXXX-4868","miraexample169@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c169","INR 76,216.00","011764","31-45","Moderate","INR 5,464.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C170","Yash Sandbox 170","+91 98069 00170","Apex Global Bank","XXXX-XXXX-4869","yashsandbox170@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c170","INR 77,153.00","1173","46-60","Basic","INR 5,537.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C171","Saanvi Iyer 171","+91 98070 00171","Apex Global Bank","XXXX-XXXX-4870","saanviiyer171@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c171","INR 78,090.00","012110","61-75","Advanced","INR 5,610.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C172","Advik Test 172","+91 98071 00172","Apex Global Bank","XXXX-XXXX-4871","adviktest172@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c172","INR 79,027.00","1207","18-30","Moderate","INR 5,683.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C173","Riya Prototype 173","+91 98072 00173","Apex Global Bank","XXXX-XXXX-4872","riyaprototype173@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c173","INR 79,964.00","012456","31-45","Basic","INR 5,756.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C174","Karan Fictional 174","+91 98073 00174","Apex Global Bank","XXXX-XXXX-4873","karanfictional174@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c174","INR 80,901.00","1241","46-60","Advanced","INR 5,829.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C175","Pooja Sample 175","+91 98074 00175","Apex Global Bank","XXXX-XXXX-4874","poojasample175@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c175","INR 81,838.00","012802","61-75","Moderate","INR 5,902.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C176","Ramaswamy Mock 176","+91 98075 00176","Apex Global Bank","XXXX-XXXX-4875","ramaswamymock176@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c176","INR 82,775.00","1275","18-30","Basic","INR 5,975.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C177","Aarav Training 177","+91 98076 00177","Apex Global Bank","XXXX-XXXX-4876","aaravtraining177@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c177","INR 83,712.00","013148","31-45","Advanced","INR 6,048.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C178","Diya Demo 178","+91 98077 00178","Apex Global Bank","XXXX-XXXX-4877","diyademo178@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c178","INR 84,649.00","1309","46-60","Moderate","INR 6,121.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C179","Kabir Example 179","+91 98078 00179","Apex Global Bank","XXXX-XXXX-4878","kabirexample179@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c179","INR 85,586.00","013494","61-75","Basic","INR 6,194.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C180","Meera Sandbox 180","+91 98079 00180","Apex Global Bank","XXXX-XXXX-4879","meerasandbox180@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c180","INR 86,523.00","1343","18-30","Advanced","INR 6,267.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C181","Arjun Iyer 181","+91 98080 00181","Apex Global Bank","XXXX-XXXX-4880","arjuniyer181@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c181","INR 87,460.00","013840","31-45","Moderate","INR 6,340.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C182","Anaya Test 182","+91 98081 00182","Apex Global Bank","XXXX-XXXX-4881","anayatest182@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c182","INR 88,397.00","1377","46-60","Basic","INR 6,413.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C183","Vihaan Prototype 183","+91 98082 00183","Apex Global Bank","XXXX-XXXX-4882","vihaanprototype183@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c183","INR 89,334.00","014186","61-75","Advanced","INR 6,486.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C184","Isha Fictional 184","+91 98083 00184","Apex Global Bank","XXXX-XXXX-4883","ishafictional184@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c184","INR 90,271.00","1411","18-30","Moderate","INR 6,559.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C185","Rohan Sample 185","+91 98084 00185","Apex Global Bank","XXXX-XXXX-4884","rohansample185@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c185","INR 91,208.00","014532","31-45","Basic","INR 6,632.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C186","Kavya Mock 186","+91 98085 00186","Apex Global Bank","XXXX-XXXX-4885","kavyamock186@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c186","INR 92,145.00","1445","46-60","Advanced","INR 6,705.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C187","Dev Training 187","+91 98086 00187","Apex Global Bank","XXXX-XXXX-4886","devtraining187@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c187","INR 93,082.00","014878","61-75","Moderate","INR 6,778.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C188","Tara Demo 188","+91 98087 00188","Apex Global Bank","XXXX-XXXX-4887","tarademo188@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c188","INR 94,019.00","1479","18-30","Basic","INR 6,851.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C189","Ishaan Example 189","+91 98088 00189","Apex Global Bank","XXXX-XXXX-4888","ishaanexample189@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c189","INR 94,956.00","015224","31-45","Advanced","INR 6,924.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C190","Naina Sandbox 190","+91 98089 00190","Apex Global Bank","XXXX-XXXX-4889","nainasandbox190@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c190","INR 95,893.00","1513","46-60","Moderate","INR 6,997.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C191","Reyansh Iyer 191","+91 98090 00191","Apex Global Bank","XXXX-XXXX-4890","reyanshiyer191@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c191","INR 96,830.00","015570","61-75","Basic","INR 7,070.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C192","Aditi Test 192","+91 98091 00192","Apex Global Bank","XXXX-XXXX-4891","adititest192@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c192","INR 97,767.00","1547","18-30","Advanced","INR 7,143.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C193","Neil Prototype 193","+91 98092 00193","Apex Global Bank","XXXX-XXXX-4892","neilprototype193@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c193","INR 98,704.00","015916","31-45","Moderate","INR 7,216.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C194","Mira Fictional 194","+91 98093 00194","Apex Global Bank","XXXX-XXXX-4893","mirafictional194@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c194","INR 99,641.00","1581","46-60","Basic","INR 7,289.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C195","Yash Sample 195","+91 98094 00195","Apex Global Bank","XXXX-XXXX-4894","yashsample195@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c195","INR 1,00,578.00","016262","61-75","Advanced","INR 7,362.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C196","Saanvi Mock 196","+91 98095 00196","Apex Global Bank","XXXX-XXXX-4895","saanvimock196@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c196","INR 1,01,515.00","1615","18-30","Moderate","INR 7,435.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C197","Advik Training 197","+91 98096 00197","Apex Global Bank","XXXX-XXXX-4896","adviktraining197@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c197","INR 1,02,452.00","016608","31-45","Basic","INR 7,508.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C198","Riya Demo 198","+91 98097 00198","Apex Global Bank","XXXX-XXXX-4897","riyademo198@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c198","INR 1,03,389.00","1649","46-60","Advanced","INR 7,581.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C199","Karan Example 199","+91 98098 00199","Apex Global Bank","XXXX-XXXX-4898","karanexample199@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c199","INR 1,04,326.00","016954","61-75","Moderate","INR 7,654.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C200","Pooja Sandbox 200","+91 98099 00200","Apex Global Bank","XXXX-XXXX-4899","poojasandbox200@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c200","INR 1,05,263.00","1683","18-30","Basic","INR 7,727.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C201","Ramaswamy Iyer 201","+91 98100 00201","Apex Global Bank","XXXX-XXXX-4800","ramaswamyiyer201@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c201","INR 1,06,200.00","017300","31-45","Advanced","INR 7,800.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C202","Aarav Test 202","+91 98101 00202","Apex Global Bank","XXXX-XXXX-4801","aaravtest202@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c202","INR 1,07,137.00","1717","46-60","Moderate","INR 7,873.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C203","Diya Prototype 203","+91 98102 00203","Apex Global Bank","XXXX-XXXX-4802","diyaprototype203@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c203","INR 1,08,074.00","017646","61-75","Basic","INR 7,946.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C204","Kabir Fictional 204","+91 98103 00204","Apex Global Bank","XXXX-XXXX-4803","kabirfictional204@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c204","INR 1,09,011.00","1751","18-30","Advanced","INR 8,019.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C205","Meera Sample 205","+91 98104 00205","Apex Global Bank","XXXX-XXXX-4804","meerasample205@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c205","INR 1,09,948.00","017992","31-45","Moderate","INR 8,092.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C206","Arjun Mock 206","+91 98105 00206","Apex Global Bank","XXXX-XXXX-4805","arjunmock206@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c206","INR 1,10,885.00","1785","46-60","Basic","INR 8,165.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C207","Anaya Training 207","+91 98106 00207","Apex Global Bank","XXXX-XXXX-4806","anayatraining207@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c207","INR 1,11,822.00","018338","61-75","Advanced","INR 8,238.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C208","Vihaan Demo 208","+91 98107 00208","Apex Global Bank","XXXX-XXXX-4807","vihaandemo208@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c208","INR 1,12,759.00","1819","18-30","Moderate","INR 8,311.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C209","Isha Example 209","+91 98108 00209","Apex Global Bank","XXXX-XXXX-4808","ishaexample209@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c209","INR 1,13,696.00","018684","31-45","Basic","INR 8,384.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C210","Rohan Sandbox 210","+91 98109 00210","Apex Global Bank","XXXX-XXXX-4809","rohansandbox210@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c210","INR 1,14,633.00","1853","46-60","Advanced","INR 8,457.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C211","Kavya Iyer 211","+91 98110 00211","Apex Global Bank","XXXX-XXXX-4810","kavyaiyer211@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c211","INR 1,15,570.00","019030","61-75","Moderate","INR 8,530.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C212","Dev Test 212","+91 98111 00212","Apex Global Bank","XXXX-XXXX-4811","devtest212@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c212","INR 1,16,507.00","1887","18-30","Basic","INR 8,603.00","08:00-21:00","anand@apexbank|Anand (Son);tneb@trustpay|TNEB Electricity;nilgiris@trustpay|Nilgiris Supermarket"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C213","Tara Prototype 213","+91 98112 00213","Apex Global Bank","XXXX-XXXX-4812","taraprototype213@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c213","INR 1,17,444.00","019376","31-45","Advanced","INR 8,676.00","07:00-22:00","family@trustpay|Family Contact;utility@trustpay|Utility Payment;grocers@trustpay|Demo Grocers"
"SYNTHETIC TEST DATA - NOT A REAL PERSON, ACCOUNT, OR PIN","C214","Ishaan Fictional 214","+91 98113 00214","Apex Global Bank","XXXX-XXXX-4813","ishaanfictional214@trustpay","https://api.dicebear.com/9.x/initials/svg?seed=trustpay-c214","INR 1,18,381.00","1921","46-60","Moderate","INR 8,749.00","09:00-19:00","clinic@trustpay|City Care Clinic;rent@trustpay|Rental Account;mobile@trustpay|Mobile Recharge"
