"dataset_notice","client_id","full_name","date_of_birth","home_address","phone_number","email_address","government_id_passport","government_id_tax","job_title","employer_name","annual_income_inr","source_of_money","credit_score","credit_history","other_assets_inr","outstanding_loans_inr","account_balance_inr","deposit_withdrawal_history","transfer_history","card_purchase_locations","payees_merchants","ip_address","device_type","mobile_app_usage_habits","last_login_datetime","app_location_data"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0032","Vihaan Example 32","1980-08-16","132 Example Lane, Demo Nagar, Test State 000000","+91-00000-00032","client0032@example.invalid","SYN-PPT-000032","SYN-TAX-000032","Self-employed Consultant","Mock Finance Services","913600","Synthetic business income","613","Synthetic: limited repayment history","430896","73888","169664","2026-08-16 Deposit: Synthetic salary INR 76133; 2026-08-26 Withdrawal: Synthetic ATM INR 1684","2026-08-16 Sent INR 3156 to B003 - Merchant Settlement (Synthetic); 2026-08-21 Received INR 1928 from Synthetic sender","Sample Pharmacy, Demo Sector 7; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Sample Pharmacy","198.51.100.32","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-21 16:44:00 IST","SIMULATED: Demo Zone 12, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0033","Isha Sandbox 33","1981-09-19","133 Example Lane, Demo Nagar, Test State 000000","+91-00000-00033","client0033@example.invalid","SYN-PPT-000033","SYN-TAX-000033","Accounts Executive","Example Retail Ltd","930900","Synthetic salary income","620","Synthetic: limited repayment history","442799","76197","174591","2026-09-19 Deposit: Synthetic salary INR 77575; 2026-09-02 Withdrawal: Synthetic ATM INR 1721","2026-09-19 Sent INR 3239 to B001 - Family Transfer (Synthetic); 2026-09-24 Received INR 1957 from Synthetic sender","Example Fuel Station, Demo Sector 8; Example Metro, Test District","B001 - Family Transfer (Synthetic); Example Fuel Station","198.51.100.33","Synthetic iOS test device","Synthetic: daily balance check, monthly transfer","2026-08-26 17:51:00 IST","SIMULATED: Demo Zone 13, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0034","Rohan Fictional 34","1982-10-22","134 Example Lane, Demo Nagar, Test State 000000","+91-00000-00034","client0034@example.invalid","SYN-PPT-000034","SYN-TAX-000034","Teacher","Demo Health Services","948200","Synthetic salary income","627","Synthetic: limited repayment history","454702","78506","179518","2026-10-22 Deposit: Synthetic salary INR 79017; 2026-10-05 Withdrawal: Synthetic ATM INR 1758","2026-10-22 Sent INR 3322 to B002 - Utility Account (Synthetic); 2026-10-27 Received INR 1986 from Synthetic sender","Test Cafe, Demo Sector 9; Example Metro, Test District","B002 - Utility Account (Synthetic); Test Cafe","198.51.100.34","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-03 18:58:00 IST","SIMULATED: Demo Zone 14, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0035","Kavya Test 35","1983-11-25","135 Example Lane, Demo Nagar, Test State 000000","+91-00000-00035","client0035@example.invalid","SYN-PPT-000035","SYN-TAX-000035","Store Manager","Sample Manufacturing","965500","Synthetic salary income","634","Synthetic: limited repayment history","466605","80815","184445","2026-11-25 Deposit: Synthetic salary INR 80458; 2026-11-08 Withdrawal: Synthetic ATM INR 1795","2026-11-25 Sent INR 3405 to B003 - Merchant Settlement (Synthetic); 2026-11-03 Received INR 2015 from Synthetic sender","Mock Electronics, Demo Sector 10; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Mock Electronics","198.51.100.35","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-08 19:05:00 IST","SIMULATED: Demo Zone 15, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0036","Dev Prototype 36","1984-12-01","136 Example Lane, Demo Nagar, Test State 000000","+91-00000-00036","client0036@example.invalid","SYN-PPT-000036","SYN-TAX-000036","Nurse","Test Education Trust","982800","Synthetic business income","641","Synthetic: limited repayment history","478508","83124","189372","2026-12-01 Deposit: Synthetic salary INR 81900; 2026-12-11 Withdrawal: Synthetic ATM INR 1832","2026-12-01 Sent INR 3488 to B001 - Family Transfer (Synthetic); 2026-12-06 Received INR 2044 from Synthetic sender","Sandbox Market, Demo Sector 11; Example Metro, Test District","B001 - Family Transfer (Synthetic); Sandbox Market","198.51.100.36","Synthetic Android test device","Synthetic: daily balance check, monthly transfer","2026-08-13 08:12:00 IST","SIMULATED: Demo Zone 16, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0037","Tara Simulated 37","1985-01-04","137 Example Lane, Demo Nagar, Test State 000000","+91-00000-00037","client0037@example.invalid","SYN-PPT-000037","SYN-TAX-000037","Software Analyst","Sandbox Logistics","1000100","Synthetic salary income","648","Synthetic: limited repayment history","490411","85433","194299","2026-01-04 Deposit: Synthetic salary INR 83342; 2026-01-14 Withdrawal: Synthetic ATM INR 1869","2026-01-04 Sent INR 3571 to B002 - Utility Account (Synthetic); 2026-01-09 Received INR 2073 from Synthetic sender","Demo Grocers, Demo Sector 12; Example Metro, Test District","B002 - Utility Account (Synthetic); Demo Grocers","198.51.100.37","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-18 09:19:00 IST","SIMULATED: Demo Zone 17, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0038","Ishaan Sample 38","1986-02-07","138 Example Lane, Demo Nagar, Test State 000000","+91-00000-00038","client0038@example.invalid","SYN-PPT-000038","SYN-TAX-000038","Sales Associate","Prototype Systems","1017400","Synthetic salary income","655","Synthetic: limited repayment history","502314","87742","199226","2026-02-07 Deposit: Synthetic salary INR 84783; 2026-02-17 Withdrawal: Synthetic ATM INR 1906","2026-02-07 Sent INR 3654 to B003 - Merchant Settlement (Synthetic); 2026-02-12 Received INR 2102 from Synthetic sender","Sample Pharmacy, Demo Sector 13; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Sample Pharmacy","198.51.100.38","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-23 10:26:00 IST","SIMULATED: Demo Zone 18, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0039","Naina Mock 39","1987-03-10","139 Example Lane, Demo Nagar, Test State 000000","+91-00000-00039","client0039@example.invalid","SYN-PPT-000039","SYN-TAX-000039","Operations Lead","Example Foods","1034700","Synthetic salary income","662","Synthetic: limited repayment history","514217","90051","204153","2026-03-10 Deposit: Synthetic salary INR 86225; 2026-03-20 Withdrawal: Synthetic ATM INR 1943","2026-03-10 Sent INR 3737 to B001 - Family Transfer (Synthetic); 2026-03-15 Received INR 2131 from Synthetic sender","Example Fuel Station, Demo Sector 14; Example Metro, Test District","B001 - Family Transfer (Synthetic); Example Fuel Station","198.51.100.39","Synthetic iOS test device","Synthetic: daily balance check, monthly transfer","2026-08-28 11:33:00 IST","SIMULATED: Demo Zone 19, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0040","Reyansh Training 40","1988-04-13","140 Example Lane, Demo Nagar, Test State 000000","+91-00000-00040","client0040@example.invalid","SYN-PPT-000040","SYN-TAX-000040","Self-employed Consultant","Mock Finance Services","1052000","Synthetic business income","669","Synthetic: limited repayment history","526120","92360","209080","2026-04-13 Deposit: Synthetic salary INR 87667; 2026-04-23 Withdrawal: Synthetic ATM INR 1980","2026-04-13 Sent INR 3820 to B002 - Utility Account (Synthetic); 2026-04-18 Received INR 2160 from Synthetic sender","Test Cafe, Demo Sector 15; Example Metro, Test District","B002 - Utility Account (Synthetic); Test Cafe","198.51.100.40","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-05 12:40:00 IST","SIMULATED: Demo Zone 20, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0041","Aditi Demo 41","1989-05-16","141 Example Lane, Demo Nagar, Test State 000000","+91-00000-00041","client0041@example.invalid","SYN-PPT-000041","SYN-TAX-000041","Accounts Executive","Example Retail Ltd","1069300","Synthetic salary income","676","Synthetic: limited repayment history","538023","94669","214007","2026-05-16 Deposit: Synthetic salary INR 89108; 2026-05-26 Withdrawal: Synthetic ATM INR 2017","2026-05-16 Sent INR 3903 to B003 - Merchant Settlement (Synthetic); 2026-05-21 Received INR 2189 from Synthetic sender","Mock Electronics, Demo Sector 16; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Mock Electronics","198.51.100.41","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-10 13:47:00 IST","SIMULATED: Demo Zone 1, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0042","Neil Example 42","1990-06-19","142 Example Lane, Demo Nagar, Test State 000000","+91-00000-00042","client0042@example.invalid","SYN-PPT-000042","SYN-TAX-000042","Teacher","Demo Health Services","1086600","Synthetic salary income","683","Synthetic: satisfactory repayment pattern","549926","96978","218934","2026-06-19 Deposit: Synthetic salary INR 90550; 2026-06-02 Withdrawal: Synthetic ATM INR 2054","2026-06-19 Sent INR 3986 to B001 - Family Transfer (Synthetic); 2026-06-24 Received INR 2218 from Synthetic sender","Sandbox Market, Demo Sector 17; Example Metro, Test District","B001 - Family Transfer (Synthetic); Sandbox Market","198.51.100.42","Synthetic Android test device","Synthetic: daily balance check, monthly transfer","2026-08-15 14:54:00 IST","SIMULATED: Demo Zone 2, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0043","Mira Sandbox 43","1991-07-22","143 Example Lane, Demo Nagar, Test State 000000","+91-00000-00043","client0043@example.invalid","SYN-PPT-000043","SYN-TAX-000043","Store Manager","Sample Manufacturing","1103900","Synthetic salary income","690","Synthetic: satisfactory repayment pattern","561829","99287","223861","2026-07-22 Deposit: Synthetic salary INR 91992; 2026-07-05 Withdrawal: Synthetic ATM INR 2091","2026-07-22 Sent INR 4069 to B002 - Utility Account (Synthetic); 2026-07-27 Received INR 2247 from Synthetic sender","Demo Grocers, Demo Sector 18; Example Metro, Test District","B002 - Utility Account (Synthetic); Demo Grocers","198.51.100.43","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-20 15:01:00 IST","SIMULATED: Demo Zone 3, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0044","Yash Fictional 44","1992-08-25","144 Example Lane, Demo Nagar, Test State 000000","+91-00000-00044","client0044@example.invalid","SYN-PPT-000044","SYN-TAX-000044","Nurse","Test Education Trust","1121200","Synthetic business income","697","Synthetic: satisfactory repayment pattern","573732","101596","228788","2026-08-25 Deposit: Synthetic salary INR 93433; 2026-08-08 Withdrawal: Synthetic ATM INR 2128","2026-08-25 Sent INR 4152 to B003 - Merchant Settlement (Synthetic); 2026-08-03 Received INR 2276 from Synthetic sender","Sample Pharmacy, Demo Sector 19; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Sample Pharmacy","198.51.100.44","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-25 16:08:00 IST","SIMULATED: Demo Zone 4, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0045","Saanvi Test 45","1948-09-01","145 Example Lane, Demo Nagar, Test State 000000","+91-00000-00045","client0045@example.invalid","SYN-PPT-000045","SYN-TAX-000045","Software Analyst","Sandbox Logistics","1138500","Synthetic salary income","704","Synthetic: satisfactory repayment pattern","585635","103905","233715","2026-09-01 Deposit: Synthetic salary INR 94875; 2026-09-11 Withdrawal: Synthetic ATM INR 2165","2026-09-01 Sent INR 4235 to B001 - Family Transfer (Synthetic); 2026-09-06 Received INR 2305 from Synthetic sender","Example Fuel Station, Demo Sector 20; Example Metro, Test District","B001 - Family Transfer (Synthetic); Example Fuel Station","198.51.100.45","Synthetic iOS test device","Synthetic: daily balance check, monthly transfer","2026-08-02 17:15:00 IST","SIMULATED: Demo Zone 5, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0046","Advik Prototype 46","1949-10-04","146 Example Lane, Demo Nagar, Test State 000000","+91-00000-00046","client0046@example.invalid","SYN-PPT-000046","SYN-TAX-000046","Sales Associate","Prototype Systems","1155800","Synthetic salary income","711","Synthetic: satisfactory repayment pattern","597538","106214","238642","2026-10-04 Deposit: Synthetic salary INR 96317; 2026-10-14 Withdrawal: Synthetic ATM INR 2202","2026-10-04 Sent INR 4318 to B002 - Utility Account (Synthetic); 2026-10-09 Received INR 2334 from Synthetic sender","Test Cafe, Demo Sector 21; Example Metro, Test District","B002 - Utility Account (Synthetic); Test Cafe","198.51.100.46","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-07 18:22:00 IST","SIMULATED: Demo Zone 6, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0047","Riya Simulated 47","1950-11-07","147 Example Lane, Demo Nagar, Test State 000000","+91-00000-00047","client0047@example.invalid","SYN-PPT-000047","SYN-TAX-000047","Operations Lead","Example Foods","1173100","Synthetic salary income","718","Synthetic: satisfactory repayment pattern","609441","108523","243569","2026-11-07 Deposit: Synthetic salary INR 97758; 2026-11-17 Withdrawal: Synthetic ATM INR 2239","2026-11-07 Sent INR 4401 to B003 - Merchant Settlement (Synthetic); 2026-11-12 Received INR 2363 from Synthetic sender","Mock Electronics, Demo Sector 22; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Mock Electronics","198.51.100.47","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-12 19:29:00 IST","SIMULATED: Demo Zone 7, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0048","Karan Sample 48","1951-12-10","148 Example Lane, Demo Nagar, Test State 000000","+91-00000-00048","client0048@example.invalid","SYN-PPT-000048","SYN-TAX-000048","Self-employed Consultant","Mock Finance Services","1190400","Synthetic business income","725","Synthetic: satisfactory repayment pattern","621344","110832","248496","2026-12-10 Deposit: Synthetic salary INR 99200; 2026-12-20 Withdrawal: Synthetic ATM INR 2276","2026-12-10 Sent INR 4484 to B001 - Family Transfer (Synthetic); 2026-12-15 Received INR 2392 from Synthetic sender","Sandbox Market, Demo Sector 23; Example Metro, Test District","B001 - Family Transfer (Synthetic); Sandbox Market","198.51.100.48","Synthetic Android test device","Synthetic: daily balance check, monthly transfer","2026-08-17 08:36:00 IST","SIMULATED: Demo Zone 8, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0049","Pooja Mock 49","1952-01-13","149 Example Lane, Demo Nagar, Test State 000000","+91-00000-00049","client0049@example.invalid","SYN-PPT-000049","SYN-TAX-000049","Accounts Executive","Example Retail Ltd","1207700","Synthetic salary income","732","Synthetic: satisfactory repayment pattern","633247","113141","253423","2026-01-13 Deposit: Synthetic salary INR 100642; 2026-01-23 Withdrawal: Synthetic ATM INR 2313","2026-01-13 Sent INR 4567 to B002 - Utility Account (Synthetic); 2026-01-18 Received INR 2421 from Synthetic sender","Demo Grocers, Demo Sector 24; Example Metro, Test District","B002 - Utility Account (Synthetic); Demo Grocers","198.51.100.49","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-22 09:43:00 IST","SIMULATED: Demo Zone 9, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0050","Samar Training 50","1953-02-16","150 Example Lane, Demo Nagar, Test State 000000","+91-00000-00050","client0050@example.invalid","SYN-PPT-000050","SYN-TAX-000050","Teacher","Demo Health Services","1225000","Synthetic salary income","739","Synthetic: satisfactory repayment pattern","645150","115450","258350","2026-02-16 Deposit: Synthetic salary INR 102083; 2026-02-26 Withdrawal: Synthetic ATM INR 2350","2026-02-16 Sent INR 4650 to B003 - Merchant Settlement (Synthetic); 2026-02-21 Received INR 2450 from Synthetic sender","Sample Pharmacy, Demo Sector 25; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Sample Pharmacy","198.51.100.50","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-27 10:50:00 IST","SIMULATED: Demo Zone 10, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0051","Aarav Demo 51","1954-03-19","151 Example Lane, Demo Nagar, Test State 000000","+91-00000-00051","client0051@example.invalid","SYN-PPT-000051","SYN-TAX-000051","Store Manager","Sample Manufacturing","1242300","Synthetic salary income","746","Synthetic: satisfactory repayment pattern","657053","117759","263277","2026-03-19 Deposit: Synthetic salary INR 103525; 2026-03-02 Withdrawal: Synthetic ATM INR 2387","2026-03-19 Sent INR 4733 to B001 - Family Transfer (Synthetic); 2026-03-24 Received INR 2479 from Synthetic sender","Example Fuel Station, Demo Sector 1; Example Metro, Test District","B001 - Family Transfer (Synthetic); Example Fuel Station","198.51.100.51","Synthetic iOS test device","Synthetic: daily balance check, monthly transfer","2026-08-04 11:57:00 IST","SIMULATED: Demo Zone 11, Example City, Test State"
